timestamp,ph,ec,do_mg,temp,turbidity,lux,is_anomaly,anomaly_type
2024-01-01 00:00:00,9.214665788159,2800.0,7.966778021771247,32.120827441797445,142.07399796983458,221.66131794402162,0,normal
2024-01-01 00:05:00,8.978271638734071,2799.524309413795,7.747424382872668,31.762416277532346,168.1967400555464,99.00892579123447,0,normal
2024-01-01 00:10:00,9.120055306873097,2799.2801087091702,8.266184886764291,32.12779231303474,165.3012604402762,285.9904167699482,0,normal
2024-01-01 00:15:00,9.083570228743847,2799.634145258221,8.368569814509444,31.956448593218997,153.89419049385594,10.942209047017737,0,normal
2024-01-01 00:20:00,9.078418225185022,2801.792707041818,7.608786726620829,32.226721542123244,148.08253162803783,105.99566299209494,0,normal
2024-01-01 00:25:00,9.018439282208789,2803.0339214043975,8.075845043785938,31.782318587188147,145.87965173961814,260.23831410817326,0,normal
2024-01-01 00:30:00,9.050496818282687,2806.891464700357,7.81132130091718,32.29577249919694,137.06956145781024,82.2169617410921,0,normal
2024-01-01 00:35:00,9.072285763730978,2803.2653096492354,8.021625384496744,32.38576517982859,132.4789594760284,82.68584297798273,0,normal
2024-01-01 00:40:00,9.056018814191448,2808.443627863383,7.997870089641651,32.05598222961129,158.15548554521396,269.6255448205849,0,normal
2024-01-01 00:45:00,9.114131525420909,2810.7441204706697,7.6825329719324165,32.12583597010063,154.6113685296964,249.17467595177567,0,normal
2024-01-01 00:50:00,8.985550877889786,2809.5881402743134,8.304470692447959,32.19914627899617,155.73635224333478,31.73135858891677,0,normal
2024-01-01 00:55:00,8.961517715524161,2812.0107129861003,7.974505058646539,31.76097988422246,164.69891419713466,174.053972960804,0,normal
2024-01-01 01:00:00,8.916402681069881,2816.3769681762146,7.887284350804764,31.88513568495241,149.26495323333415,67.01855650197767,0,normal
2024-01-01 01:05:00,9.064644503857066,2819.108454062325,8.033687236305617,32.052510278691265,169.72203806655148,64.5414815294574,0,normal
2024-01-01 01:10:00,9.105994314203926,2816.589910705516,7.795537872341714,32.52518574869859,125.27750206914334,184.62119607106874,0,normal
2024-01-01 01:15:00,8.969577770764808,2816.642487188975,7.956740061450413,31.704689410771138,176.73600328530355,37.159849249503786,0,normal
2024-01-01 01:20:00,8.962382712194799,2818.479437971143,7.550736768269317,32.42352450877806,149.37276962851863,140.93370030089278,0,normal
2024-01-01 01:25:00,9.18238939826824,2818.3506741085052,7.416203077870942,31.95936805637801,139.3292389142555,76.74652027886401,0,normal
2024-01-01 01:30:00,9.139416649499163,2819.4003282050553,7.775779174806346,32.017008428836284,148.2702986914876,256.17674177320725,0,normal
2024-01-01 01:35:00,9.143553202788658,2820.624661455378,7.878785783106218,32.32114591501664,173.7392703810546,166.3482697104396,0,normal
2024-01-01 01:40:00,9.075205829426146,2818.10817239799,7.565358557362606,32.51181563537322,140.15641151434943,64.53264937848455,0,normal
2024-01-01 01:45:00,9.101089922347654,2821.2048657181135,7.895483057080512,32.13350541749184,151.6082320050322,277.9396958165416,0,normal
2024-01-01 01:50:00,9.032949562128929,2821.383817872199,7.8842036250318275,32.315873642507896,134.66117745249662,246.8689591220255,0,normal
2024-01-01 01:55:00,8.955089922037596,2821.2218063792875,7.990294005113216,31.777881855744603,156.26852081004964,79.5876691097741,0,normal
2024-01-01 02:00:00,8.960713861103914,2818.9229286539003,8.174132296210315,31.896464453495902,169.09008192032593,288.31527234123354,0,normal
2024-01-01 02:05:00,9.059519677487787,2818.2681637679657,8.433760697338403,31.66992025537576,154.66389364401775,80.32167514261384,0,normal
2024-01-01 02:10:00,9.126880295440795,2820.560025917163,8.113333406284152,31.879882272514966,144.98567562323987,87.79293661409292,0,normal
2024-01-01 02:15:00,9.053609716106736,2821.109359778001,7.762242260078547,32.15288759865465,144.33613471357526,115.78900629143334,0,normal
2024-01-01 02:20:00,9.111535362825904,2822.8284272847136,8.170154355344046,32.05798052150109,152.21783761536406,49.44156613637024,0,normal
2024-01-01 02:25:00,9.066561336350784,2822.693511804186,8.3648728704342,32.45238616071839,158.8052326478837,206.10484161383036,0,normal
2024-01-01 02:30:00,9.0984446870942,2822.863602955226,7.731875096899411,32.53039787867008,163.68891349853,167.2011977483381,0,normal
2024-01-01 02:35:00,9.135752890446248,2818.709235719632,7.7530111946144,31.99270777061514,135.09581999869482,268.33874446557695,0,normal
2024-01-01 02:40:00,9.179962395121002,2819.637533581248,7.6498965902850244,31.837305154239136,143.4944462813022,72.26256769395995,0,normal
2024-01-01 02:45:00,9.112135678683769,2819.1001862004105,7.8625235753845875,32.29511590144705,172.5445543853085,51.06926597975981,0,normal
2024-01-01 02:50:00,9.23362175696844,2819.843491315472,8.100988692122758,32.32681461172004,158.3503635097867,107.58701780385891,0,normal
2024-01-01 02:55:00,9.087592604045327,2814.416384395845,8.373931841213041,32.114695293451724,153.15295474771224,43.83260505242661,0,normal
2024-01-01 03:00:00,9.20294773151579,2820.6996078370303,8.243193066929747,32.20477479638216,162.7503079157943,283.845308449983,0,normal
2024-01-01 03:05:00,9.157772853894494,2820.8333992803614,8.111755502861024,32.15881157462387,115.97121151767283,215.23400906082253,0,normal
2024-01-01 03:10:00,8.995888773652164,2821.937720364639,8.028500688246307,31.77669657722381,161.21421099105376,238.85749639474898,0,normal
2024-01-01 03:15:00,9.23033598925008,2822.855933760431,8.11390881715795,31.71779841086014,189.05086976395683,224.41308701162646,0,normal
2024-01-01 03:20:00,9.07477167233478,2822.0159026405154,8.117814406444722,31.994559100519545,152.3659091381093,72.84575243180606,0,normal
2024-01-01 03:25:00,9.129593325936856,2823.0201212641723,8.328813119822112,31.953990837837445,155.48713893623687,42.196991406070964,0,normal
2024-01-01 03:30:00,9.216400295115953,2825.9380740034685,8.003981883511766,32.08211895920172,146.46222164349075,128.83007490283467,0,normal
2024-01-01 03:35:00,9.11172135295259,2826.333845224944,8.083201573218345,31.99206436681672,137.08561761388773,248.7057365323444,0,normal
2024-01-01 03:40:00,9.167706639566717,2828.429579534941,7.904958025329259,31.584099284637798,144.0200927114362,99.15459858023054,0,normal
2024-01-01 03:45:00,9.227806679769664,2830.302173154744,8.028555104782795,31.472238575579667,164.98355826468193,2.868882668494299,0,normal
2024-01-01 03:50:00,9.133636325565767,2832.0181737675334,7.950068081173212,32.2041594251559,160.087687481203,198.01821063644115,0,normal
2024-01-01 03:55:00,9.184332877944884,2836.595385783446,7.706894134512178,31.840304275037237,138.58321690323632,60.01892125594923,0,normal
2024-01-01 04:00:00,9.186005208650041,2837.426985642145,8.22995137575469,31.958253953539423,142.2287224874553,162.850548717492,0,normal
2024-01-01 04:05:00,9.288371253849284,2837.1848932080643,8.372382410256257,31.860952739066317,142.58351124119696,4.464015007685662,0,normal
2024-01-01 04:10:00,9.34106092668348,2837.0285169483363,8.001547094592576,31.787003220102356,154.32325630106857,152.65495668647318,0,normal
2024-01-01 04:15:00,9.164887262420029,2838.000008108296,8.091447814580004,31.776845292382184,148.9170059289234,118.08254573016289,0,normal
2024-01-01 04:20:00,9.258161410552743,2834.5695080026603,8.234277128632112,32.281371452976614,150.91141921453743,264.12359609481007,0,normal
2024-01-01 04:25:00,9.2270717539957,2838.0181251881777,7.979635910828519,31.96186683435528,135.90107139044522,216.54413983320902,0,normal
2024-01-01 04:30:00,9.277171729028959,2837.3585088915065,8.048170673769873,32.15977191863024,176.42635488552946,10.80844647086867,0,normal
2024-01-01 04:35:00,9.410100537739536,2837.0785050223303,7.962672176796678,32.215956898311866,156.6292071346874,236.85671899164805,0,normal
2024-01-01 04:40:00,9.324628153554627,2833.7704816970154,7.879579128442734,32.102877860133084,144.3560890198407,237.3682363126982,0,normal
2024-01-01 04:45:00,9.270408779150953,2833.9941469688306,8.144612245327608,32.220413155469075,140.32201511906987,199.02286449993446,0,normal
2024-01-01 04:50:00,9.225986501012272,2830.5553215098766,8.148044014858598,32.031456198732,146.54817738058014,278.7890207710986,0,normal
2024-01-01 04:55:00,9.40379373770414,2826.2991184805614,8.247848252429709,32.36505145295227,169.94400973187564,240.97605829984084,0,normal
2024-01-01 05:00:00,9.313947958395225,2824.4237138123717,8.003841292091165,32.21242106068201,175.07352049402624,65.66959938058629,0,normal
2024-01-01 05:05:00,9.30413550999808,2823.7573282185213,7.708219780730969,32.25055717469217,142.99308212076903,114.46376550729676,0,normal
2024-01-01 05:10:00,9.39221812822407,2821.563294156674,8.284413920641903,31.775868278727874,145.9952367726737,104.97696673091195,0,normal
2024-01-01 05:15:00,9.424061511221229,2822.227864359866,7.827185047401021,32.080958181219415,127.5465944964989,151.47234493182108,0,normal
2024-01-01 05:20:00,9.370426206588753,2825.243427163327,7.832486316914209,31.569855626055293,128.52368720861756,286.1140860592906,0,normal
